Title,Date,Duration,Genres,Director,Crew,Synopsis,Note_Ac,User_score_2
Frère et soeur,20 mai 2022,1h 48min,[],N/A,"['Marion Cotillard', 'Golshifteh Farahani']","Un frère et une sœur à l’orée de la cinquantaine… Alice est actrice, Louis fut professeur et poète. Alice hait son frère depuis plus de vingt ans. Ils ne se sont pas vus depuis tout ce temps. Le frère et la sœur vont être amenés à se revoir lors du décès de leurs parents.","4,1","2,4"
Sans un bruit 2,16 juin 2021,1h 37min,[],N/A,['Emily Blunt'],"Après les événements mortels survenus dans sa maison, la famille Abbot doit faire face au danger du monde extérieur. Pour survivre, ils doivent se battre en silence. Forcés à s’aventurer en terrain inconnu, ils réalisent que les créatures qui attaquent au moindre son ne sont pas la seule menace qui se dresse sur leur chemin.","3,4","3,7"
Meurtres sans ordonnance,26 octobre 2022,2h 01min,[],N/A,"['Jessica Chastain', 'Eddie Redmayne']","Soupçonnant la responsabilité de son collègue dans une série mystérieuse de décès de patients, une infirmière risque sa propre vie afin de découvrir la vérité. Un thriller haletant tiré de faits réels.","3,7",--
Tais-toi !,22 octobre 2003,1h 25min,[],N/A,"['Jean Reno', 'Gérard Depardieu']","Ruby souhaite venger la mort de sa femme. Son chemin va croiser celui de Quentin, un individu un peu naïf. La gentillesse catastrophique de Quentin parviendra-t-elle à désamorcer la violence meurtrière de Ruby ?","2,8","2,8"
Seules Les Bêtes,4 décembre 2019,1h 57min,[],N/A,"['Denis Ménochet', 'Laure Calamy']","Une femme disparaît. Le lendemain d’une tempête de neige, sa voiture est retrouvée sur une route qui monte vers le plateau où subsistent quelques fermes isolées. Alors que les gendarmes n'ont aucune piste, cinq personnes se savent liées à cette disparition.","3,7","3,8"
L'Adversaire,28 août 2002,2h 09min,[],N/A,"['Daniel Auteuil', 'François Berléand']","Ce film s'inspire du tragique destin de Jean-Claude Romand, un homme qui assassina sa femme, ses enfants et ses parents, et tenta en vain de se suicider. Pendant près de vingt ans, ce ""médecin"" criminel s'était inventé une vie de mensonges.","3,3","3,3"
Outfall,29 novembre 2018,1h 27min,[],N/A,"['Luke Evans', 'Kelly Reilly']","Après une méticuleuse préparation, Lewis enlève Cathy en pleine rue et l’enferme dans une pièce insonorisée. Sa motivation ? Que Cathy confesse un sombre secret… Mais elle n’a aucune intention de se laisser intimider et d’abandonner aussi facilement.","2,0",--
Le Labyrinthe de Pan,1 novembre 2006,1h 58min,[],N/A,"['Ivana Baquero', 'Sergi López']","Au coeur de l'Espagne franquiste, une jeune fille rencontre une créature magique au centre d'un labyrinthe.","3,9","3,9"
Les Bad Guys,6 avril 2022,1h 40min,[],N/A,"['Pierre Niney', 'Sam Rockwell']","LES BAD GUYS, la nouvelle comédie d’aventures de Dreamworks Animations, inspirée par la série éponyme de livres pour enfants à succès, met en scène une bande d’animaux, redoutables criminels de haut vol, qui sont sur le point de commettre leur méfait le plus éclatant : devenir des citoyens respectables.","3,6","3,9"
La Jeune Fille et la Mer,3 février 2023,1h 49min,[],N/A,"['Anna Paquin', 'Cliff Curtis']","À force de volonté, une ado australienne affronte ses peurs pour réaliser son rêve de devenir la plus jeune skipper à boucler un tour du monde à la voile en solo.","3,4",--
17 ans encore,22 avril 2009,1h 40min,[],N/A,"['Zac Efron', 'Matthew Perry']","Mike O'Donnell, un homme de 37 ans, trouve sa vie ennuyeuse et pathétique. Il se sépare de sa femme et vit avec son meilleur ami. Ses enfants le considèrent comme un looser. ""Si seulement on avait droit à une seconde chance ?""","2,4","2,6"
Hanu Man,12 janvier 2024,2h 30min,[],N/A,"['Amritha Aiyer', 'Varalaxmi Sarathkumar']","Un lieu imaginaire appelé Anjanadri, où le protagoniste acquiert les pouvoirs de Hanuman et se bat pour Anjanadri.","3,1",--
Simetierre: aux origines du mal,7 octobre 2023,1h 27min,[],N/A,"['Jackson White', 'Natalie Alyn Lind']","La mort est parfois préférable... En 1969, le jeune Jud Crandall rêve de quitter sa ville natale de Ludlow, dans le Maine. Il découvre de sinistres secrets enfouis et se trouve forcé d'affronter une sombre histoire de famille qui le maintiendra à jamais lié à Ludlow. En s'unissant, Jud et ses amis d'enfance doivent combattre un mal ancien qui s'est emparé de Ludlow depuis sa fondation et qui, une fois déterré, a le pouvoir de tout détruire sur son passage.","2,3","1,7"
Une histoire vraie,3 novembre 1999,1h 52min,[],N/A,"['Richard Farnsworth', 'Sissy Spacek']","Comme son titre l'indique, il s'agit bien d'une histoire vraie, celle d'Alvin Straight qui, a soixante-treize ans, après une mauvaise chute, décidé de quitter Laurens, village du nord de l'Iowa, pour retrouver son frère ainé qui vient d'avoir une attaque. Les deux frères sont fachés depuis dix ans. Malgré son état de santé médiocre et après avoir réfléchi à leur contentieux, Alvin décide d'aller voir Lyle dans le Wisconsin et entreprend un voyage de plusieurs centaines de kilomètres par ses propres moyens.","4,2","3,9"
Grease,3 octobre 1978,1h 45min,[],N/A,"['John Travolta', 'Olivia Newton-John']",Les amours tumultueuses de deux adolescents américains en musique et en chanson.,"2,4","3,6"
Nomadland,9 juin 2021,1h 48min,[],N/A,"['Frances McDormand', 'David Strathairn']","Après l’effondrement économique de la cité ouvrière du Nevada où elle vivait, Fern décide de prendre la route à bord de son van aménagé et d’adopter une vie de nomade des temps modernes, en rupture avec les standards de la société actuelle. De vrais nomades incarnent les camarades et mentors de Fern et l’accompagnent dans sa découverte des vastes étendues de l’Ouest américain.","4,1","3,9"
The Guilty,18 juillet 2018,1h 28min,[],N/A,"['Jakob Cedergren', 'Jacob Lohmann']","Une femme, victime d’un kidnapping, contacte les urgences de la police. La ligne est coupée brutalement. Pour la retrouver, le policier qui a reçu l’appel ne peut compter que sur son intuition, son imagination et son téléphone.","4,1","4,1"
Avengers,25 avril 2012,2h 23min,[],N/A,"['Robert Downey Jr.', 'Chris Evans']","Lorsque Nick Fury, le directeur du S.H.I.E.L.D., l'organisation qui préserve la paix au plan mondial, cherche à former une équipe de choc pour empêcher la destruction du monde, Iron Man, Hulk, Thor, Captain America, Hawkeye et Black Widow répondent présents.","4,0","4,1"
Les Rivières pourpres,27 septembre 2000,1h 45min,[],N/A,"['Jean Reno', 'Vincent Cassel']","Le même jour, à trois cents kilomètres de distance, deux flics se voient confier deux affaires singulières.Le commissaire Pierre Niémans, homme d'expérience et ex-gloire de l'anti-gang, possède un instinct sans faille mais cache de douloureuses angoisses. Il se rend à Guernon, une ville universitaire des Alpes, sur les lieux d'un meurtre ...","3,1","3,3"
Ne dis rien,14 septembre 2022,1h 38min,[],N/A,"['Morten Burian', 'Sidsel Siem Koch']","En vacances en Toscane, une famille danoise se lie d’amitié avec une famille néerlandaise, qui quelques mois plus tard les invite à passer un week-end chez eux. Mais ce séjour idyllique où se rencontrent la discrétion et l’extraversion va virer au cauchemar.","3,0",--
Jeune & Jolie,21 août 2013,1h 34min,[],N/A,"['Marine Vacth', 'Géraldine Pailhas']",Le portrait d'une jeune fille de 17 ans en 4 saisons et 4 chansons.,"3,7","3,3"
Shooter tireur d'élite,18 avril 2007,2h 04min,[],N/A,"['Mark Wahlberg', 'Michael Peña']","Doublé sur un contrat, un tueur à gages est pourtant accusé du meurtre. Il va devoir échapper au FBI et retrouver le tueur...","2,3","3,4"
Evasion,13 novembre 2013,1h 56min,[],N/A,"['Sylvester Stallone', 'Arnold Schwarzenegger']","Ray Breslin est un ingénieur spécialisé dans la conception de prisons ultrasécurisées. Il teste lui-même l’efficacité de ses bâtiments en se faisant enfermer puis en s’évadant. Contacté par une société privée souhaitant tester un concept révolutionnaire de prison hi-tech, il se retrouve prisonnier.","1,6","3,4"
Fences,22 février 2017,2h 19min,[],N/A,['Viola Davis'],Troy Maxson aspirait à devenir sportif professionnel mais il a dû renoncer et se résigner à devenir employé municipal pour faire vivre sa femme et son fils. Son rêve déchu continue à le ronger de l’intérieur et l’équilibre fragile de sa famille va être mis en péril par un choix lourd de conséquences…,"2,8","3,4"
Toy Story,27 mars 1996,1h 17min,[],N/A,"['Richard Darbois', 'Tim Allen']","Quand Andy quitte sa chambre, ses jouets se mettent à mener leur propre vie sous la houlette du cowboy Woody. Débarque alors Buzz l'éclair, intrépide aventurier de l'espace venu d'une lointaine galaxie, qui va semer la zizanie dans ce petit monde.","4,0","4,3"
Bastille Day,13 juillet 2016,1h 30min,[],N/A,"['Idris Elba', 'Richard Madden']","Michael Mason, un pickpocket américain, devient l’homme le plus recherché par la CIA à Paris lorsqu’il vole ce qu’il croyait être un simple sac. Sean Briar, l’agent chargé de l’enquête, se rend rapidement compte que Michael n’est qu’un pion dans le vaste complot qui se prépare, et il le recrute pour remonter jusqu’à la source.","3,3","2,4"
Ocean's Eleven,6 février 2002,1h 57min,[],N/A,"['George Clooney', 'Brad Pitt']","Après deux ans passés dans la prison du New Jersey, Danny Ocean retrouve la liberté et s'apprête à monter un coup qui semble impossible à réaliser : cambrioler dans le même temps les casinos Bellagio, Mirage et MGM Grand.","4,1","4,0"
Awareness,11 octobre 2023,1h 52min,[],N/A,"['Carlos Scholz', 'Pedro Alonso']","Ian, un adolescent rebelle, vit en marge de la société avec son père. Tous deux survivent en organisant de petites escroqueries grâce à la capacité de Ian à générer des illusions visuelles sur des victimes qui ne se doutent de rien. Cependant les choses se compliquent lorsque ses pouvoirs deviennent incontrôlables en public et que deux camps opposés commencent à le traquer. En fuite, Ian devra décider dans quel camp il veut se battre.","2,3",--
Inside Man - l'homme de l'intérieur,12 avril 2006,2h 09min,[],N/A,"['Denzel Washington', 'Clive Owen']","Un flic tenace se met en tête d'arrêter un ingénieux braqueur de banques, dont le nouveau hold up vire à la prise d'otages. L'intervention d'une négociatrice ambitieuse sur les lieux mêmes du casse va compliquer la situation.","3,8","3,9"
Mortal Engines,12 décembre 2018,2h 08min,[],N/A,"['Hera Hilmar', 'Robert Sheehan']","Des centaines d’années après qu’un évènement apocalyptique a détruit la Terre, l’humanité s’est adaptée pour survivre en trouvant un nouveau mode de vie. Ainsi, de gigantesques villes mobiles errent sur Terre prenant sans pitié le pouvoir sur d’autres villes mobiles plus petites.","3,1","3,1"
Réalité,18 février 2015,1h 35min,[],N/A,"['Alain Chabat', 'Jonathan Lambert']","Jason Tantra, un cameraman placide, rêve de réaliser son premier film d'horreur. Bob Marshall, un riche producteur, accepte de financer son film à une seule condition : Jason a 48 heures pour trouver le meilleur gémissement de l'histoire du cinéma…","3,6","3,6"
Us,20 mars 2019,1h 56min,[],N/A,"[""Lupita Nyong'o"", 'Winston Duke']","Des parents emmènent leurs enfants dans leur maison secondaire près d'une plage afin de se détendre et de se déconnecter. Au fur et à mesure que la nuit arrive, la sérénité se transforme en tension. Lorsque des invités supplémentaires se joignent au groupe, l'agitation palpable dégénère en chaos.","3,3","3,1"
Punch-Drunk Love,22 janvier 2003,1h 35min,[],N/A,"['Adam Sandler', 'Emily Watson']","Barry, un entrepreneur étouffé depuis tout petit par ses sept sœurs, sent un souffle nouveau lorsque la collègue d'une d'entre elles, Lena, vient à sa rencontre. Mais, au même moment, une call-girl, qu’il avait appelée pour essayer d’échapper à sa solitude, le piège. Pour la première fois, il va prendre sa vie en main.","4,0","3,3"
L'Odyssée de Pi,19 décembre 2012,2h 05min,[],N/A,"['Suraj Sharma', 'Irrfan Khan']","Après une enfance passée à Pondichéry en Inde, Pi Patel, 17 ans, embarque avec sa famille pour le Canada où l’attend une nouvelle vie. Mais son destin est bouleversé par le naufrage spectaculaire du cargo en pleine mer.","3,6","4,0"
En attendant un miracle,18 décembre 2021,1h 30min,[],N/A,"['Anne Charrier', 'Frédéric Diefenthal']","Au petit matin, alors que la ville de Lourdes dort encore, le corps du Docteur Delubac est découvert dans un des bassins de la grotte des apparitions, où viennent s'immerger les pèlerins. Fiona Langlois, commandant de police et enfant du pays, épaulée par Maxime Gardette, nouveau venu au commissariat, vont enquêter sur la mort de cet homme qui faisait partie du CMIL - Comité Médical International de Lourdes. Ce comité qui étudie et valide les guérisons dites ""miraculeuses"", devait justement se réunir le lendemain pour statuer sur les dossiers d'anciens malades...","2,8",--
The Chef,19 janvier 2022,1h 34min,[],N/A,"['Stephen Graham', 'Vinette Robinson']","« Magic Friday » : le vendredi avant Noël, la soirée la plus fréquentée de l’année. Dans un restaurant gastronomique de Londres, côté cuisine, à quelques minutes du coup de feu, tout le personnel est en ébullition. Mais les problèmes s'accumulent autour du chef étoilé Andy Jones et de sa brigade.","3,8","3,7"
Minority Report,2 octobre 2002,2h 25min,[],N/A,"['Tom Cruise', 'Kathryn Morris']","Dans une société futuriste, la division ""Precrime"" utilise des Pré-Cogs pour anticiper les crimes avant même qu'ils ne soient commis. John Anderton, le chef de ce département spécial de la police, se retrouve bientôt accusé d'un futur meurtre...","4,4","4,1"
Moonrise Kingdom,16 mai 2012,1h 34min,[],N/A,"['Bruce Willis', 'Edward Norton']","Sur une île au large de la Nouvelle-Angleterre, au cœur de l’été 1965, Suzy et Sam, douze ans, tombent amoureux, concluent un pacte secret et s’enfuient ensemble. Alors que chacun se mobilise pour les retrouver, une violente tempête s’approche des côtes et va bouleverser davantage encore la vie de la communauté.","3,7","4,0"
Malavita,23 octobre 2013,1h 52min,[],N/A,"['Robert De Niro', 'Michelle Pfeiffer']","Fred Blake alias Giovanni Manzoni, repenti de la mafia new-yorkaise sous protection du FBI, s’installe avec sa famille dans un petit village de Normandie.","2,3","2,8"
Nebraska,2 avril 2014,1h 55min,[],N/A,"['Bruce Dern', 'Will Forte']","Un vieil homme, persuadé qu’il a gagné le gros lot à un improbable tirage au sort par correspondance, cherche à rejoindre le Nebraska pour y recevoir son gain, à pied puisqu'il ne peut plus conduire.","3,3","3,9"
Les Volets verts,24 août 2022,1h 37min,[],N/A,"['Gérard Depardieu', 'Fanny Ardant']","""Les Volets verts"" dresse le portrait d’un monstre sacré, Jules Maugin, un acteur au sommet de sa gloire dans les années 70. Sous la personnalité célèbre, l’intimité d’un homme se révèle.","2,8","2,9"
